ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursment Price,Price Type,Benefit Status,MFR,Interchangeabiilty Flag
C10AA07,rosuvastatin 10mg tab,2413078,Mar-Rosuvastatin 10mg Tab,DNP,0.1354,M,SF,MAR,Y
C10AA07,rosuvastatin 10mg tab,2442582,Auro-Rosuvastatin 10mg Tab,DNP,0.1354,M,SF,ARO,Y
C10AA07,rosuvastatin 20mg tab,2247163,Crestor 20mg Tab,DNP,0.1692,M,SF,AZE,Y
C10AA07,rosuvastatin 20mg tab,2337991,Apo-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,APX,Y
C10AA07,rosuvastatin 20mg tab,2338742,Sandoz Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,SDZ,Y
C10AA07,rosuvastatin 20mg tab,2339781,CO Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,ATV,Y
C10AA07,rosuvastatin 20mg tab,2354624,Teva-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,TEV,Y
C10AA07,rosuvastatin 20mg tab,2378558,pms-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,PMS,Y
C10AA07,rosuvastatin 20mg tab,2381281,MYLAN-Rosuvastatin 20mg Tab (discontinued),,,,,MYL,Y
C10AA07,rosuvastatin 20mg tab,2382660,RAN-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,RAN,Y
C10AA07,rosuvastatin 20mg tab,2391279,Jamp-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,JPC,Y
C10AA07,rosuvastatin 20mg tab,2397811,MINT-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,MNT,Y
C10AA07,rosuvastatin 20mg tab,2405644,Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,SAS,Y
C10AA07,rosuvastatin 20mg tab,2411644,Rosuvastatin-20mg Tab,DNP,0.1692,M,SF,SIV,Y
C10AA07,rosuvastatin 20mg tab,2413086,Mar-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,MAR,Y
C10AA07,rosuvastatin 20mg tab,2442590,Auro-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,ARO,Y
C10AA07,rosuvastatin 40mg tab,2247164,Crestor 40mg Tab,DNP,0.199,M,SF,AZE,Y
C10AA07,rosuvastatin 40mg tab,2338009,Apo-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,APX,Y
C10AA07,rosuvastatin 40mg tab,2338750,Sandoz Rosuvastatin 40mg Tab,DNP,0.199,M,SF,SDZ,Y
C10AA07,rosuvastatin 40mg tab,2339803,CO Rosuvastatin 40mg Tab (discontinued),,,,,ATV,Y
C10AA07,rosuvastatin 40mg tab,2354632,Teva-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,TEV,Y
C10AA07,rosuvastatin 40mg tab,2378566,pms-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,PMS,Y
C10AA07,rosuvastatin 40mg tab,2381303,MYLAN-Rosuvastatin 40mg Tab (discontinued),,,,,MYL,Y
C10AA07,rosuvastatin 40mg tab,2382679,RAN-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,RAN,Y
C10AA07,rosuvastatin 40mg tab,2391287,Jamp-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,JPC,Y
C10AA07,rosuvastatin 40mg tab,2397838,MINT-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,MNT,Y
C10AA07,rosuvastatin 40mg tab,2405652,Rosuvastatin 40mg Tab,DNP,0.199,M,SF,SAS,Y
C10AA07,rosuvastatin 40mg tab,2411652,Rosuvastatin-40mg Tab,DNP,0.199,M,SF,SIV,Y
C10AA07,rosuvastatin 40mg tab,2413108,Mar-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,MAR,Y
C10AA07,rosuvastatin 40mg tab,2442604,Auro-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,ARO,Y
C10AA07,rosuvastatin 5mg tab,2265540,Crestor 5mg Tab,DNP,0.1284,M,SF,AZE,Y
C10AA07,rosuvastatin 5mg tab,2337975,Apo-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,APX,Y
C10AA07,rosuvastatin 5mg tab,2338726,Sandoz Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,SDZ,Y
C10AA07,rosuvastatin 5mg tab,2339765,CO Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,ATV,Y
C10AA07,rosuvastatin 5mg tab,2354608,Teva-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,TEV,Y
C10AA07,rosuvastatin 5mg tab,2378523,pms-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,PMS,Y
C10AA07,rosuvastatin 5mg tab,2381265,MYLAN-Rosuvastatin 5mg Tab (discontinued),,,,,MYL,Y
C10AA07,rosuvastatin 5mg tab,2382644,RAN-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,RAN,Y
C10AA07,rosuvastatin 5mg tab,2391252,Jamp-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,JPC,Y
C10AA07,rosuvastatin 5mg tab,2397781,MINT-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,MNT,Y
C10AA07,rosuvastatin 5mg tab,2399164,MED-Rosuvastatin 5mg Tab (discontinued),,,,,GPM,Y
C10AA07,rosuvastatin 5mg tab,2405628,Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,SAS,Y
C10AA07,rosuvastatin 5mg tab,2411628,Rosuvastatin-5mg Tab,DNP,0.1284,M,SF,SIV,Y
C10AA07,rosuvastatin 5mg tab,2413051,Mar-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,MAR,Y
C10AA07,rosuvastatin 5mg tab,2442574,Auro-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,ARO,Y
C10AB02,bezafibrate 400mg SR tab,2083523,Bezalip 400mg SR Tab,,,,,ASP,Y
C10AB02,bezafibrate 400mg SR tab,2453312,Jamp-Bezafibrate 400mg SR Tab,,,,,JPC,Y
C10AB04,gemfibrozil 300mg cap,599026,Lopid 300mg Cap (discontinued),,,,,PFI,Y
C10AB04,gemfibrozil 300mg cap,1979574,Apo-Gemfibrozil 300mg Cap,DNP,0.1288,M,SF,APX,Y
C10AB04,gemfibrozil 300mg cap,2241704,Novo-Gemfibrozil 300mg Cap,DNP,0.1288,M,SF,TEV,Y
C10AB04,gemfibrozil 600mg tab,659606,Lopid 600mg Tab (discontinued),,,,,PFI,Y
C10AB04,gemfibrozil 600mg tab,1979582,Apo-Gemfibrozil 600mg Tab,DNP,0.5157,M,SF,APX,Y
C10AB04,gemfibrozil 600mg tab,2142074,Novo-Gemfibrozil 600mg Tab,DNP,0.5157,M,SF,TEV,Y
C10AB05,fenofibrate 100mg tab,2241601,Lipidil Supra 100mg Tab (discontinued),,,,,ABB,Y
C10AB05,fenofibrate 100mg tab,2246859,Apo-Feno-Super 100mg Tab,DNP,0.5407,M,SF,APX,Y
C10AB05,fenofibrate 100mg tab,2288044,Sandoz Fenofibrate S 100mg Tab,DNP,0.5407,M,SF,SDZ,Y
C10AB05,fenofibrate 145mg tab,2269082,Lipidil EZ 145mg Tab,,,,,BGP,Y
C10AB05,fenofibrate 145mg tab,2390701,Sandoz Fenofibrate E 145mg Tab,,,,,SDZ,Y
C10AB05,fenofibrate 145mg tab,2465167,MINT-Fenofibrate E 145mg Tab,,,,,MNT,Y
C10AB05,fenofibrate 160mg tab,2241602,Lipidil Supra 160mg Tab,DNP,0.3116,M,SF,BGP,Y
C10AB05,fenofibrate 160mg tab,2246860,Apo-Feno-Super 160mg Tab,DNP,0.3116,M,SF,APX,Y
C10AB05,fenofibrate 160mg tab,2288052,Sandoz Fenofibrate S 160mg Tab,DNP,0.3116,M,SF,SDZ,Y
C10AB05,fenofibrate 200mg cap,2146959,Lipidil Micro 200mg Cap (discontinued),,,,,ABB,Y
C10AB05,fenofibrate 200mg cap,2239864,Apo-Feno-Micro 200mg Cap,DNP,0.2723,M,SF,APX,Y
C10AB05,fenofibrate 200mg cap,2250039,ratio-Fenofibrate MC 200mg Cap,DNP,0.2723,M,SF,TEV,Y
C10AB05,fenofibrate 48mg tab,2269074,Lipidil EZ 48mg Tab,,,,,BGP,Y
C10AB05,fenofibrate 48mg tab,2390698,Sandoz Fenofibrate E 48mg Tab,,,,,SDZ,Y
C10AB05,fenofibrate 67mg cap,2230283,Lipidil Micro 67mg Cap (discontinued),,,,,FOU,Y
C10AB05,fenofibrate 67mg cap,2243180,Apo-Feno-Micro 67mg Cap,DNP,0.5479,M,SF,APX,Y
C10AB05,,2225980,Apo-Fenofibrate 100mg Cap,DNP,0.6105,L,SF,APX,N
C10AC01,cholestyramine powder pouches,464880,Questran Pdr4g/dose (discontinued),,,,,BRI,Y
C10AC01,cholestyramine powder pouches,890960,Olestyr Light 4g/9g Pdr (Sugar Reduced),DNP,0.1319,M,SF,PMS,Y
C10AC01,cholestyramine powder pouches,1918486,Questran Light Pdr 4g/dose (discontinued),,,,,BRI,Y
C10AC01,cholestyramine powder pouches,2210320,Olestyr Regular 4g/9g Pdr,DNP,0.1319,M,SF,PMS,Y
C10AC01,cholestyramine powder pouches,2455609,Cholestyramine-Odan 4g Pdr,DNP,0.1319,M,SF,ODN,Y
C10AC02,,642975,Colestid Granules 5g/pack,DNP,0.2292,L,SF,PFI,N
C10AC02,,2132680,Colestid 1g Tab,DNP,0.2796,L,SF,PFI,N
C10AC02,,2132699,Colestid Orange Gran 5g/pack,DNP,0.1472,L,SF,PFI,N
C10AC04,,2373955,Lodalis 625mg Tab,DNP,1.1457,L,SF,VLN,N
C10AC04,,2432463,Lodalis 3.75g Pdr,DNP,1.8331,L,SF,VLN,N
C10AD02,,294950,Niacin 500mg Tab,,,,,VLN,N
C10AD02,,779806,Ni-ODAN 500mg ER Tab,,,,,ODN,N
C10AD02,,2309254,Niaspan FCT 500mg ER Tab,,,,,SNV,N
C10AD02,,2309289,Niaspan FCT 1000mg ER Tab,,,,,SNV,N
C10AX09,ezetimibe 10mg tab,2247521,Ezetrol 10mg Tab,DNP,0.1811,M,E,FRS,Y
C10AX09,ezetimibe 10mg tab,2354101,Teva-Ezetimibe 10mg Tab,DNP,0.1811,M,E,TEV,Y
C10AX09,ezetimibe 10mg tab,2416409,pms-Ezetimibe 10mg Tab,DNP,0.1811,M,E,PMS,Y
C10AX09,ezetimibe 10mg tab,2416778,Sandoz Ezetimibe 10mg Tab,DNP,0.1811,M,E,SDZ,Y
C10AX09,ezetimibe 10mg tab,2419548,RAN-Ezetimibe 10mg Tab,DNP,0.1811,M,E,RAN,Y
C10AX09,ezetimibe 10mg tab,2422662,Mar-Ezetimibe 10mg Tab,DNP,0.1811,M,E,MAR,Y
C10AX09,ezetimibe 10mg tab,2423235,Jamp-Ezetimibe 10mg Tab,DNP,0.1811,M,E,JPC,Y
C10AX09,ezetimibe 10mg tab,2423243,MINT-Ezetimibe 10mg Tab,DNP,0.1811,M,E,MNT,Y
C10AX09,ezetimibe 10mg tab,2425610,ACH-Ezetimibe 10mg Tab,DNP,0.1811,M,E,AHI,Y
C10AX09,ezetimibe 10mg tab,2427826,Apo-Ezetimibe 10mg Tab,DNP,0.1811,M,E,APX,Y
C10AX09,ezetimibe 10mg tab,2429659,Ezetimibe 10mg Tab,DNP,0.1811,M,E,SIV,Y
C10AX09,ezetimibe 10mg tab,2431300,Ezetimibe 10mg Tab,DNP,0.1811,M,E,SAS,Y
C10AX12,,2420341,Juxtapid 5mg Cap,,,,,AEG,N
C10AX12,,2420376,Juxtapid 10mg Cap,,,,,AEG,N
C10AX12,,2420384,Juxtapid 20mg Cap,,,,,AEG,N
C10BX03,amlodipine 10mg & atorvastatin 10mg tab,2273284,Caduet 10/10mg Tab,DNP,0.6125,M,SF,PFI,Y
C10BX03,amlodipine 10mg & atorvastatin 10mg tab,2362791,GD-Amlodipine/Atorvastatin 10/10mg Tab,DNP,0.6125,M,SF,GMD,Y
C10BX03,amlodipine 10mg & atorvastatin 10mg tab,2411318,Apo-Amlodipine/Atorvastatin 10/10mg Tab,DNP,0.6125,M,SF,APX,Y
C10BX03,amlodipine 10mg & atorvastatin 20mg tab,2273292,Caduet 10/20mg Tab,DNP,0.7636,M,SF,PFI,Y
C10BX03,amlodipine 10mg & atorvastatin 20mg tab,2362805,GD-Amlodipine/Atorvastatin 10/20mg Tab,DNP,0.7636,M,SF,GMD,Y
C10BX03,amlodipine 10mg & atorvastatin 20mg tab,2411326,Apo-Amlodipine/Atorvastatin 10/20mg Tab,DNP,0.7636,M,SF,APX,Y
C10BX03,amlodipine 10mg & atorvastatin 40mg tab,2273306,Caduet 10/40mg Tab,DNP,1.12,M,SF,PFI,Y
C10BX03,amlodipine 10mg & atorvastatin 40mg tab,2362813,GD-Amlodipine/Atorvastatin 10/40mg Tab,DNP,1.12,M,SF,GMD,Y
C10BX03,amlodipine 10mg & atorvastatin 40mg tab,2411334,Apo-Amlodipine/Atorvastatin 10/40mg Tab,DNP,1.12,M,SF,APX,Y
C10BX03,amlodipine 10mg & atorvastatin 80mg tab,2273314,Caduet 10/80mg Tab,DNP,1.12,M,SF,PFI,Y
C10BX03,amlodipine 10mg & atorvastatin 80mg tab,2362821,GD-Amlodipine/Atorvastatin 10/80mg Tab,DNP,1.12,M,SF,GMD,Y
C10BX03,amlodipine 10mg & atorvastatin 80mg tab,2411342,Apo-Amlodipine/Atorvastatin 10/80mg Tab,DNP,1.12,M,SF,APX,Y
C10BX03,amlodipine 5mg & atorvastatin 10mg tab,2273233,Caduet 5/10mg Tab,DNP,0.5802,M,SF,PFI,Y
C10BX03,amlodipine 5mg & atorvastatin 10mg tab,2362759,GD-Amlodipine/Atorvastatin 5/10mg Tab,DNP,0.5802,M,SF,GMD,Y
C10BX03,amlodipine 5mg & atorvastatin 10mg tab,2411253,Apo-Amlodipine/Atorvastatin 5/10mg Tab,DNP,0.5802,M,SF,APX,Y
C10BX03,amlodipine 5mg & atorvastatin 20mg tab,2273241,Caduet 5/20mg Tab,DNP,0.6842,M,SF,PFI,Y
C10BX03,amlodipine 5mg & atorvastatin 20mg tab,2362767,GD-Amlodipine/Atorvastatin 5/20mg Tab,DNP,0.6842,M,SF,GMD,Y
C10BX03,amlodipine 5mg & atorvastatin 20mg tab,2411261,Apo-Amlodipine/Atorvastatin 5/20mg Tab,DNP,0.6842,M,SF,APX,Y
C10BX03,amlodipine 5mg & atorvastatin 40mg tab,2273268,Caduet 5/40mg Tab,DNP,1.0124,M,SF,PFI,Y
C10BX03,amlodipine 5mg & atorvastatin 40mg tab,2362775,GD-Amlodipine/Atorvastatin 5/40mg Tab,DNP,1.0124,M,SF,GMD,Y
C10BX03,amlodipine 5mg & atorvastatin 40mg tab,2411288,Apo-Amlodipine/Atorvastatin 5/40mg Tab,DNP,1.0124,M,SF,APX,Y
C10BX03,amlodipine 5mg & atorvastatin 80mg tab,2273276,Caduet 5/80mg Tab,DNP,1.0124,M,SF,PFI,Y
C10BX03,amlodipine 5mg & atorvastatin 80mg tab,2362783,GD-Amlodipine/Atorvastatin 5/80mg Tab,DNP,1.0124,M,SF,GMD,Y
C10BX03,amlodipine 5mg & atorvastatin 80mg tab,2411296,Apo-Amlodipine/Atorvastatin 5/80mg Tab,DNP,1.0124,M,SF,APX,Y
D01AA01,,716871,"Nyaderm 100,000 iu/g Cr",DNPM,0.07,L,SFC,TAR,N
D01AA01,,2194228,"ratio-Nystatin 100,000 iu/g Oint",DNPM,0.1277,L,SFC,TEV,N
D01AA01,,2194236,"ratio-Nystatin 100,000 iu/g Cr",DNPM,0.07,L,SFC,TEV,N
D01AC01,clotrimazole 1% cr,812382,Clotrimaderm 1% Cr,DNPM,0.2233,M,SFC,TAR,Y
D01AC01,clotrimazole 1% cr,2150867,Canesten 1% Cr,DNPM,0.2233,M,SFC,YNO,Y
D01AC02,,2085852,Micatin 2% Cr,DNPM,0.2973,L,SFC,ANB,N
D01AC02,,2126567,Monistat 2% Derm Cr,DNPM,0.3933,L,SFC,JNJ,N
D01AC08,ketoconazole 2% cr,703974,Nizoral 2% Cr  (discontinued),,,,,JNJ,Y
D01AC08,ketoconazole 2% cr,2245662,Ketoderm 2% Cr,DNP,0.3597,M,SFC,TPH,Y
D01AC20,All Beneficiaries,999474,Hydrocortisone Pdr 1-2.5% in Clotrimazole Cr,DNP,,,SF,CPD,N
D01AC20,,611174,Lotriderm Cr,DNP,1.1067,L,SFC,FRS,N
D01AE12,All Beneficiaries,900788,Salicylic Acid Oint,DNP,,,SF,CPD,N
D01AE13,,594601,Versel 2.5% Lot,,,,,VAL,N
D01AE14,ciclopirox 8% w/w top sol,2250535,Penlac 8% w/w Top Sol,,,,,VLN,Y
D01AE14,ciclopirox 8% w/w top sol,2298953,Apo-Ciclopirox 8% w/w Top Sol,,,,,APX,Y
D01AE14,ciclopirox 8% w/w top sol,2353288,Taro-Ciclopirox 8% w/w Top Sol,,,,,TAR,Y
D01AE14,ciclopirox 8% w/w top sol,2410346,Ciclopirox 8% w/w Top Sol,,,,,STR,Y
D01AE14,ciclopirox 8% w/w top sol,2413574,pms-Ciclopirox 8% w/w Top Sol,,,,,PMS,Y
D01AE14,,2221802,Loprox 1% Cr,DNP,0.322,L,SFC,VLN,N
D01AE14,,2221810,Loprox 1% Lot,DNP,0.3225,L,SFC,VLN,N
D01AE14,,2247228,Stieprox 1.5% Shampoo,,,,,STI,N
D01AE15,,2031094,Lamisil 1% Cr,DNP,0.548,L,SFC,NVR,N
D01AE15,,2238703,Lamisil 1% Top Spray,DNP,0.557,L,SFC,NVR,N
D01AE18,,576034,Tinactin 10mg/g Cr,,,,,SCH,N
D01BA02,terbinafine 250mg tab,2031116,Lamisil 250mg Tab,DNP,0.7714,M,E,NVR,Y
D01BA02,terbinafine 250mg tab,2239893,Apo-Terbinafine 250mg Tab,DNP,0.7714,M,E,APX,Y
D01BA02,terbinafine 250mg tab,2240346,Novo-Terbinafine 250mg Tab,DNP,0.7714,M,E,TEV,Y
D01BA02,terbinafine 250mg tab,2254727,CO Terbinafine 250mg Tab,DNP,0.7714,M,E,ATV,Y
D01BA02,terbinafine 250mg tab,2294273,pms-Terbinafine 250mg Tab,DNP,0.7714,M,E,PMS,Y
D01BA02,terbinafine 250mg tab,2320134,Auro-Terbinafine 250mg Tab,DNP,0.7714,M,E,ARO,Y
D01BA02,terbinafine 250mg tab,2353121,Terbinafine 250mg Tab,DNP,0.7714,M,E,SAS,Y
D01BA02,terbinafine 250mg tab,2357070,Jamp-Terbinafine 250mg Tab,,,,,JPC,Y
D01BA02,terbinafine 250mg tab,2385279,Terbinafine-250mg Tab,DNP,0.7714,M,E,SIV,Y
D03BA02,,2063670,Santyl 250u/g Oint,,,,,TMI,N
D04AB01,All Beneficiaries,999022,Magic Mouthwash O/L,DNPM,,,SFC,CPD,N
D04AB01,lidocaine 5% oint,1961,Xylocaine 5% Oint,DNPM,0.3967,M,SFC,AZE,Y
D04AB01,lidocaine 5% oint,2083795,Lidodan 5% Oint,DNPM,0.3967,M,SFC,ODN,Y
D04AB01,,1686,Xylocaine 2% Viscous Liq (discontinued),,,,,AZE,N
D04AB01,,1694,Xylocaine 2% Jelly,DNPM,0.515,L,SFC,AZE,N
D04AB01,,811874,pms-Lidocaine 2% Viscous Liq (discontinued),,,,,PMS,N
D04AB01,,886858,Emla 25mg Cream,,,,,APN,N
D04AB01,,1968823,Lidodan 2% Viscous Liq,DNPM,0.09,L,SFC,ODN,N
D04AB01,,2003767,Xylocaine 12mg/dose Endotracheal Spray,,,,,AZE,N
D05AA99,All Beneficiaries,358494,LCD (coal tar) Preparations,DNP,,,SF,CPD,N
D05AA99,All Beneficiaries,358495,LCD(20%) Preparations,DNP,,,SF,CPD,N
D05AA99,All Beneficiaries,901121,Tar Pomade,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,900907,Anthralin Soft 0.1% Paste,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,900915,Anthralin Soft 0.2% Paste,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,901105,Anthralin Weak 0.2% Oint,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,901113,Anthralin 0.4% Oint,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,902063,Anthralin Soft 0.05% Paste,DNP,,,SF,CPD,N
D05AX02,,1976133,Dovonex 50mcg/g Oint,DNP,0.8233,L,E,LEO,N
D05AX03,,2338572,Silkis 3ug/G oint,,,,,GAC,N
D05AX05,,2230784,Tazorac 0.05% Gel,DNP,1.3886,L,E,ALL,N
D05AX05,,2230785,Tazorac 0.1% Gel,DNP,1.3886,L,E,ALL,N
D05AX52,,2244126,Dovobet 50mcg/g/0.5mg/g Oint,,,,,LEO,N
D05AX52,,2319012,Dovobet 50mcg/g/0.5mg/g Gel,DNP,1.5377,L,E,LEO,N
D05BB02,acitretin 10mg cap,2070847,Soriatane 10mg Cap,DNP,1.2965,M,SF,ASP,Y
D05BB02,acitretin 10mg cap,2466074,Taro-Acitretin 10mg Cap,DNP,1.2965,M,SF,TAR,Y
D05BB02,acitretin 10mg cap,2468840,MINT-Acitretin 10mg Cap,DNP,1.2965,M,SF,MNT,Y
D05BB02,acitretin 25mg cap,2070863,Soriatane 25mg Cap,DNP,2.277,M,SF,ASP,Y
D05BB02,acitretin 25mg cap,2466082,Taro-Acitretin 25mg Cap,DNP,2.277,M,SF,TAR,Y
D05BB02,acitretin 25mg cap,2468859,MINT-Acitretin 25mg Cap,DNP,2.277,M,SF,MNT,Y
D06AX01,,586668,Fucidin 2% Cr,DNP,0.7207,L,SF,LEO,N
D06AX01,,586676,Fucidin 2% Oint,DNP,0.7207,L,SF,LEO,N
D06AX05,,30708,"Bacitracin 50,000iu Pdr/Vial",,,,,PFI,N
D06AX09,mupirocin 2% oint,1916947,Bactroban 2% Oint,DNPM,0.4125,M,SF,GCH,Y
D06AX09,mupirocin 2% oint,2279983,Taro-Mupirocin 2% Oint,DNPM,0.4125,M,SF,TAR,Y
D06AX09,,2239757,Bactroban 2% Cr,DNPM,0.55,L,SF,GCH,N
D06AX30,,2224879,Soframycin Oint,DNP,1.0893,L,SF,ERF,N
D06BA01,,323098,Flamazine 1% Cr,DNP,0.2989,L,SFC,SNE,N
D06BB03,,569771,Zovirax 5% Oint,,,,,VLN,N
D06BB03,,2039524,Zovirax 5% Cream,,,,,VLN,N
D06BB04,,598208,Podofilm 250mg/mL Liq,DNP,1.7936,L,SF,PAL,N
D06BB04,,1945149,Condyline 0.5% Top Sol,DNP,11.9371,L,SF,SAV,N
D06BB10,,2239505,Aldara 5% Cr,DNP,0.0535,L,E,VLN,N
D06BX01,,2156091,Noritate 1% Cr,DNP,0.6304,L,SFC,VLN,N
D06BX01,,2297809,MetroGel 1% Gel,DNP,0.6489,L,SFC,GAC,N
D07AA02,hydrocortisone valerate 0.2% cr,1910124,Westcort 0.2% Cr (discontinued),,,,,WSQ,Y
D07AA02,hydrocortisone valerate 0.2% cr,2242984,Hydroval 0.2% Cr,DNP,0.1667,M,SF,TPH,Y
D07AA02,,192597,Emo-Cort 1% Cr,DNP,0.1718,L,SF,STI,N
D07AA02,,595799,Emo-Cort 2.5% Cr (discontinued),,,,,GSK,N
D07AA02,,681989,Dermaflex HC 1% Cr,DNP,0.1781,L,SF,PAL,N
D07AA02,,681997,Dermaflex HC 1% Lot,DNP,0.1001,L,SF,PAL,N
D07AA02,,716693,Cortoderm 1% Oint,DNP,0.1289,L,SF,TAR,N
D07AA02,,716839,Hyderm 1% Cr,DNP,0.2133,L,SF,TAR,N
D07AA02,,804533,Prevex HC 1% Cr,DNP,0.2703,L,SF,GSK,N
D07AA02,,2242985,Hydroval 0.2% Oint,DNP,0.1667,L,SF,TPH,N
D07AB01,,2214415,Spectro Eczemacare Medicated Cream,DNP,0.3817,L,SF,GCH,N
D07AB08,desonide 0.05% cr,2154862,Tridesilon 0.05% Cr (discontinued),,,,,PMS,Y
D07AB08,desonide 0.05% cr,2229315,PDP-Desonide 0.05% Cr,DNP,0.3578,M,SF,PDP,Y
D07AB08,desonide 0.05% oint,2154870,Tridesilon 0.05% Oint (discontinued),,,,,PMS,Y
D07AB08,desonide 0.05% oint,2229323,PDP-Desonide 0.05% Oint,DNP,0.3396,M,SF,PDP,Y
D07AB09,,716960,Triaderm 0.1% Cr,DNP,0.0506,L,SF,TAR,N
D07AB09,,2194031,Aristocort R 0.1% Oint,DNP,0.1437,L,SF,VLN,N
D07AB09,,2194058,Aristocort R 0.1% Cr,DNP,0.1437,L,SF,VLN,N
D07AB09,,2194066,Aristocort C 0.5% Cr,,,,,VLN,N
D07AC01,betamethasone 17 valerate 0.05% cr,27898,Celestoderm-V/2 0.05% Cr (discontinued),,,,,SCH,Y
D07AC01,betamethasone 17 valerate 0.05% cr,716618,Betaderm 0.05% Cr,DNPM,0.0596,M,SF,TAR,Y
D07AC01,betamethasone 17 valerate 0.05% cr,2357860,Celestoderm-V/2 0.05% Cr (discontinued),,,,,VLN,Y
D07AC01,betamethasone 17 valerate 0.1% cr,27901,Celestoderm-V 0.1% Cr (discontinued),,,,,SCH,Y
D07AC01,betamethasone 17 valerate 0.1% cr,716626,Betaderm 0.1% Cr,DNPM,0.0889,M,SF,TAR,Y
D07AC01,betamethasone 17 valerate 0.1% cr,2357844,Celestoderm-V 0.1% Cr (discontinued),,,,,VLN,Y
D07AC01,betamethasone dipropionate 0.05% cr,323071,Diprosone 0.05% Cr,DNPM,0.2048,M,SF,FRS,Y
D07AC01,betamethasone dipropionate 0.05% cr,1925350,Taro-Sone 0.05% Cr,DNPM,0.2048,M,SF,TAR,Y
D07AC01,betamethasone dipropionate 0.05% glycol cr,688622,Diprolene 0.05% Glycol Cr,DNPM,0.5187,M,SF,FRS,Y
D07AC01,betamethasone dipropionate 0.05% glycol cr,849650,ratio-Topilene 0.05% Glycol Cr,DNPM,0.5187,M,SF,TEV,Y
D07AC01,betamethasone dipropionate 0.05% glycol lot,862975,Diprolene 0.05% Glycol Lot (discontinued),,,,,FRS,Y
D07AC01,betamethasone dipropionate 0.05% glycol lot,1927914,ratio-Topilene 0.05% Glycol Lot,DNPM,0.562,M,SF,TEV,Y
D07AC01,betamethasone dipropionate 0.05% glycol oint,629367,Diprolene 0.05% Glycol Oint,DNPM,0.5187,M,SF,FRS,Y
D07AC01,betamethasone dipropionate 0.05% glycol oint,849669,ratio-Topilene 0.05% Glycol Oint,DNPM,0.5187,M,SF,TEV,Y
D07AC01,betamethasone dipropionate 0.05% lot,417246,Diprosone 0.05% Lot,DNPM,0.201,M,SF,FRS,Y
D07AC01,betamethasone dipropionate 0.05% lot,809187,ratio-Topisone 0.05% Lot,DNPM,0.201,M,SF,TEV,Y
D07AC01,betamethasone dipropionate 0.05% oint,344923,Diprosone 0.05% Oint,DNPM,0.2187,M,SF,FRS,Y
D07AC01,betamethasone dipropionate 0.05% oint,805009,ratio-Topisone 0.05% Oint,DNPM,0.2187,M,SF,TEV,Y
D07AC01,,535427,ratio-Ectosone 0.05% Cr,DNPM,0.0611,L,SF,TEV,N
D07AC01,,535435,ratio-Ectosone 0.1% Cr,DNPM,0.0911,L,SF,TEV,N
D07AC01,,653209,ratio-Ectosone 0.05% Lot,DNPM,0.2847,L,SF,TEV,N
D07AC01,,653217,ratio-Ectosone 0.1% Scalp Lot,DNPM,0.0853,L,SF,TEV,N
D07AC01,,716634,Betaderm 0.1% Scalp Lot,DNPM,0.0852,L,SF,TAR,N
D07AC01,,716642,Betaderm 0.05% Oint,DNPM,0.0606,L,SF,TAR,N
D07AC01,,716650,Betaderm 0.1% Oint,DNPM,0.0903,L,SF,TAR,N
D07AC01,,750050,ratio-Ectosone 1% Lot,DNPM,0.3528,L,SF,TEV,N
