ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursement Price,Price Type,Benefit Status,MFR,Interchangeability Flag
C10AA07,rosuvastatin 10mg tab,02391260,Jamp-Rosuvastatin 10mg Tab,DNP,0.1354,M,SF,JPC,Y
C10AA07,rosuvastatin 10mg tab,02397803,MINT-Rosuvastatin 10mg Tab (discontinued),,,,,MNT,Y
C10AA07,rosuvastatin 10mg tab,02405636,Rosuvastatin 10mg Tab,DNP,0.1354,M,SF,SAS,Y
C10AA07,rosuvastatin 10mg tab,02411636,Rosuvastatin 10mg Tab,DNP,0.1354,M,SF,SIV,Y
C10AA07,rosuvastatin 10mg tab,02413078,Mar-Rosuvastatin 10mg Tab,DNP,0.1354,M,SF,MAR,Y
C10AA07,rosuvastatin 10mg tab,02438925,ACH-Rosuvastatin 10mg Tab,DNP,0.1354,M,SF,AHI,Y
C10AA07,rosuvastatin 10mg tab,02442582,Auro-Rosuvastatin 10mg Tab,DNP,0.1354,M,SF,ARO,Y
C10AA07,rosuvastatin 20mg tab,02247163,Crestor 20mg Tab,DNP,0.1692,M,SF,AZE,Y
C10AA07,rosuvastatin 20mg tab,02337991,Apo-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,APX,Y
C10AA07,rosuvastatin 20mg tab,02338742,Sandoz Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,SDZ,Y
C10AA07,rosuvastatin 20mg tab,02354624,Teva-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,TEV,Y
C10AA07,rosuvastatin 20mg tab,02378558,pms-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,PMS,Y
C10AA07,rosuvastatin 20mg tab,02382660,RAN-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,RAN,Y
C10AA07,rosuvastatin 20mg tab,02391279,Jamp-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,JPC,Y
C10AA07,rosuvastatin 20mg tab,02397811,MINT-Rosuvastatin 20mg Tab (discontinued),,,,,MNT,Y
C10AA07,rosuvastatin 20mg tab,02405644,Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,SAS,Y
C10AA07,rosuvastatin 20mg tab,02411644,Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,SIV,Y
C10AA07,rosuvastatin 20mg tab,02413086,Mar-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,MAR,Y
C10AA07,rosuvastatin 20mg tab,02438933,ACH-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,AHI,Y
C10AA07,rosuvastatin 20mg tab,02442590,Auro-Rosuvastatin 20mg Tab,DNP,0.1692,M,SF,ARO,Y
C10AA07,rosuvastatin 40mg tab,02247164,Crestor 40mg Tab,DNP,0.199,M,SF,AZE,Y
C10AA07,rosuvastatin 40mg tab,02338009,Apo-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,APX,Y
C10AA07,rosuvastatin 40mg tab,02338750,Sandoz Rosuvastatin 40mg Tab,DNP,0.199,M,SF,SDZ,Y
C10AA07,rosuvastatin 40mg tab,02354632,Teva-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,TEV,Y
C10AA07,rosuvastatin 40mg tab,02378566,pms-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,PMS,Y
C10AA07,rosuvastatin 40mg tab,02382679,RAN-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,RAN,Y
C10AA07,rosuvastatin 40mg tab,02391287,Jamp-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,JPC,Y
C10AA07,rosuvastatin 40mg tab,02397838,MINT-Rosuvastatin 40mg Tab (discontinued),,,,,MNT,Y
C10AA07,rosuvastatin 40mg tab,02405652,Rosuvastatin 40mg Tab,DNP,0.199,M,SF,SAS,Y
C10AA07,rosuvastatin 40mg tab,02411652,Rosuvastatin 40mg Tab,DNP,0.199,M,SF,SIV,Y
C10AA07,rosuvastatin 40mg tab,02413108,Mar-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,MAR,Y
C10AA07,rosuvastatin 40mg tab,02438941,ACH-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,AHI,Y
C10AA07,rosuvastatin 40mg tab,02442604,Auro-Rosuvastatin 40mg Tab,DNP,0.199,M,SF,ARO,Y
C10AA07,rosuvastatin 5mg tab,02265540,Crestor 5mg Tab,DNP,0.1284,M,SF,AZE,Y
C10AA07,rosuvastatin 5mg tab,02337975,Apo-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,APX,Y
C10AA07,rosuvastatin 5mg tab,02338726,Sandoz Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,SDZ,Y
C10AA07,rosuvastatin 5mg tab,02339765,CO Rosuvastatin 5mg Tab (discontinued),,,,,ATV,Y
C10AA07,rosuvastatin 5mg tab,02354608,Teva-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,TEV,Y
C10AA07,rosuvastatin 5mg tab,02378523,pms-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,PMS,Y
C10AA07,rosuvastatin 5mg tab,02382644,RAN-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,RAN,Y
C10AA07,rosuvastatin 5mg tab,02391252,Jamp-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,JPC,Y
C10AA07,rosuvastatin 5mg tab,02397781,MINT-Rosuvastatin 5mg Tab (discontinued),,,,,MNT,Y
C10AA07,rosuvastatin 5mg tab,02405628,Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,SAS,Y
C10AA07,rosuvastatin 5mg tab,02411628,Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,SIV,Y
C10AA07,rosuvastatin 5mg tab,02413051,Mar-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,MAR,Y
C10AA07,rosuvastatin 5mg tab,02438917,ACH-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,AHI,Y
C10AA07,rosuvastatin 5mg tab,02442574,Auro-Rosuvastatin 5mg Tab,DNP,0.1284,M,SF,ARO,Y
C10AB02,bezafibrate 400mg SR tab,02083523,Bezalip 400mg SR Tab,,,,,ASP,Y
C10AB02,bezafibrate 400mg SR tab,02453312,Jamp-Bezafibrate 400mg SR Tab,,,,,JPC,Y
C10AB04,gemfibrozil 300mg cap,00599026,Lopid 300mg Cap (discontinued),,,,,PFI,Y
C10AB04,gemfibrozil 300mg cap,02241704,Novo-Gemfibrozil 300mg Cap (discontinued),,,,,TEV,Y
C10AB04,gemfibrozil 600mg tab,00659606,Lopid 600mg Tab (discontinued),,,,,PFI,Y
C10AB04,gemfibrozil 600mg tab,02142074,Novo-Gemfibrozil 600mg Tab,DNP,0.8877,M,SF,TEV,Y
C10AB05,fenofibrate 100mg tab,02241601,Lipidil Supra 100mg Tab (discontinued),,,,,ABB,Y
C10AB05,fenofibrate 100mg tab,02246859,Apo-Feno-Super 100mg Tab,DNP,0.5407,M,SF,APX,Y
C10AB05,fenofibrate 100mg tab,02288044,Sandoz Fenofibrate S 100mg Tab,DNP,0.5407,M,SF,SDZ,Y
C10AB05,fenofibrate 145mg tab,02269082,Lipidil EZ 145mg Tab,,,,,BGP,Y
C10AB05,fenofibrate 145mg tab,02390701,Sandoz Fenofibrate E 145mg Tab,,,,,SDZ,Y
C10AB05,fenofibrate 145mg tab,02465167,MINT-Fenofibrate E 145mg Tab,,,,,MNT,Y
C10AB05,fenofibrate 160mg tab,02241602,Lipidil Supra 160mg Tab,DNP,0.3116,M,SF,BGP,Y
C10AB05,fenofibrate 160mg tab,02246860,Apo-Feno-Super 160mg Tab,DNP,0.3116,M,SF,APX,Y
C10AB05,fenofibrate 160mg tab,02288052,Sandoz Fenofibrate S 160mg Tab,DNP,0.3116,M,SF,SDZ,Y
C10AB05,fenofibrate 200mg cap,02146959,Lipidil Micro 200mg Cap (discontinued),,,,,ABB,Y
C10AB05,fenofibrate 200mg cap,02239864,Apo-Feno-Micro 200mg Cap,DNP,0.2723,M,SF,APX,Y
C10AB05,fenofibrate 200mg cap,02250039,ratio-Fenofibrate MC 200mg Cap (discontinued),,,,,TEV,Y
C10AB05,fenofibrate 48mg tab,02269074,Lipidil EZ 48mg Tab,,,,,BGP,Y
C10AB05,fenofibrate 48mg tab,02390698,Sandoz Fenofibrate E 48mg Tab,,,,,SDZ,Y
C10AB05,fenofibrate 67mg cap,02230283,Lipidil Micro 67mg Cap (discontinued),,,,,FOU,Y
C10AB05,fenofibrate 67mg cap,02243180,Apo-Feno-Micro 67mg Cap,DNP,0.5479,M,SF,APX,Y
C10AC01,cholestyramine powder pouches,00464880,Questran Pws 4g/dose (discontinued),,,,,BRI,Y
C10AC01,cholestyramine powder pouches,00890960,Olestyr Light 4g/9g Pws (Sugar Reduced),DNP,0.0923,M,SF,PMS,Y
C10AC01,cholestyramine powder pouches,01918486,Questran Light Pws 4g/dose (discontinued),,,,,BRI,Y
C10AC01,cholestyramine powder pouches,02210320,Olestyr Regular 4g/9g Pws,DNP,0.0923,M,SF,PMS,Y
C10AC01,cholestyramine powder pouches,02455609,Cholestyramine-Odan 4g Pws,DNP,0.0923,M,SF,ODN,Y
C10AC01,cholestyramine powder pouches,02478595,Jamp-Cholestyramine 4g/dose Pws,DNP,0.0923,M,SF,JPC,Y
C10AC02,,00642975,Colestid Granules 5g/pack,DNP,0.2347,L,SF,PFI,N
C10AC02,,02132680,Colestid 1g Tab,DNP,0.2863,L,SF,PFI,N
C10AC02,,02132699,Colestid Orange Gran 5g/pack,DNP,0.1507,L,SF,PFI,N
C10AC04,,02373955,Lodalis 625mg Tab,DNP,1.1629,L,SF,BSL,N
C10AC04,,02432463,Lodalis 3.75g Pws,DNP,1.8606,L,SF,BSL,N
C10AD02,,00294950,Niacin 500mg Tab,,,,,BSL,N
C10AD02,,00779806,Ni-ODAN 500mg ER Tab,,,,,ODN,N
C10AD02,,02309254,Niaspan FCT 500mg ER Tab (discontinued),,,,,SNV,N
C10AD02,,02309289,Niaspan FCT 1000mg ER Tab (discontinued),,,,,SNV,N
C10AX09,ezetimibe 10mg tab,02247521,Ezetrol 10mg Tab,DNP,0.1811,M,SF,FRS,Y
C10AX09,ezetimibe 10mg tab,02354101,Teva-Ezetimibe 10mg Tab,DNP,0.1811,M,SF,TEV,Y
C10AX09,ezetimibe 10mg tab,02416409,pms-Ezetimibe 10mg Tab,DNP,0.1811,M,SF,PMS,Y
C10AX09,ezetimibe 10mg tab,02416778,Sandoz Ezetimibe 10mg Tab,DNP,0.1811,M,SF,SDZ,Y
C10AX09,ezetimibe 10mg tab,02419548,RAN-Ezetimibe 10mg Tab,DNP,0.1811,M,SF,RAN,Y
C10AX09,ezetimibe 10mg tab,02422662,Mar-Ezetimibe 10mg Tab,DNP,0.1811,M,SF,MAR,Y
C10AX09,ezetimibe 10mg tab,02423235,Jamp-Ezetimibe 10mg Tab,DNP,0.1811,M,SF,JPC,Y
C10AX09,ezetimibe 10mg tab,02423243,MINT-Ezetimibe 10mg Tab,DNP,0.1811,M,SF,MNT,Y
C10AX09,ezetimibe 10mg tab,02425610,ACH-Ezetimibe 10mg Tab,DNP,0.1811,M,SF,AHI,Y
C10AX09,ezetimibe 10mg tab,02427826,Apo-Ezetimibe 10mg Tab,DNP,0.1811,M,SF,APX,Y
C10AX09,ezetimibe 10mg tab,02429659,Ezetimibe 10mg Tab,DNP,0.1811,M,SF,SIV,Y
C10AX09,ezetimibe 10mg tab,02431300,Ezetimibe 10mg Tab,DNP,0.1811,M,SF,SAS,Y
C10AX09,ezetimibe 10mg tab,02469286,Auro-Ezetimibe 10mg Tab,DNP,0.1811,M,SF,ARO,Y
C10AX12,,02420341,Juxtapid 5mg Cap,,,,,AEG,N
C10AX12,,02420376,Juxtapid 10mg Cap,,,,,AEG,N
C10AX12,,02420384,Juxtapid 20mg Cap,,,,,AEG,N
C10AX13,,02446057,Repatha 140mg/mL Prefilled Syringe,DNP,251.91,L,E,AGA,N
C10AX13,,02459779,Repatha 120mg/mL Automated Mini Doser,DNP,155.9429,L,E,AGA,N
C10AX14,,02453754,Praluent 75mg/mL Prefilled Syringe,DNP,279.36,L,E,SAV,N
C10AX14,,02453762,Praluent 150mg/mL Prefilled Syringe,DNP,279.36,L,E,SAV,N
C10AX14,,02453819,Praluent 75mg/mL Prefilled Pen,DNP,256.21,L,E,SAV,N
C10AX14,,02453835,Praluent 150mg/mL Prefilled Pen,DNP,256.21,L,E,SAV,N
C10BX03,amlodipine 10mg & atorvastatin 10mg tab,02273284,Caduet 10/10mg Tab,DNP,1.225,M,SF,PFI,Y
C10BX03,amlodipine 10mg & atorvastatin 10mg tab,02362791,GD-Amlodipine/Atorvastatin 10/10mg Tab,DNP,1.225,M,SF,GMD,Y
C10BX03,amlodipine 10mg & atorvastatin 10mg tab,02411318,Apo-Amlodipine/Atorvastatin 10/10mg Tab,DNP,1.225,M,SF,APX,Y
C10BX03,amlodipine 10mg & atorvastatin 20mg tab,02273292,Caduet 10/20mg Tab,DNP,1.5272,M,SF,PFI,Y
C10BX03,amlodipine 10mg & atorvastatin 20mg tab,02362805,GD-Amlodipine/Atorvastatin 10/20mg Tab,DNP,1.5272,M,SF,GMD,Y
C10BX03,amlodipine 10mg & atorvastatin 20mg tab,02411326,Apo-Amlodipine/Atorvastatin 10/20mg Tab,DNP,1.5272,M,SF,APX,Y
C10BX03,amlodipine 10mg & atorvastatin 40mg tab,02273306,Caduet 10/40mg Tab,DNP,1.12,M,SF,PFI,Y
C10BX03,amlodipine 10mg & atorvastatin 40mg tab,02362813,GD-Amlodipine/Atorvastatin 10/40mg Tab,DNP,1.12,M,SF,GMD,Y
C10BX03,amlodipine 10mg & atorvastatin 40mg tab,02411334,Apo-Amlodipine/Atorvastatin 10/40mg Tab,DNP,1.12,M,SF,APX,Y
C10BX03,amlodipine 10mg & atorvastatin 80mg tab,02273314,Caduet 10/80mg Tab,DNP,1.12,M,SF,PFI,Y
C10BX03,amlodipine 10mg & atorvastatin 80mg tab,02362821,GD-Amlodipine/Atorvastatin 10/80mg Tab,DNP,1.12,M,SF,GMD,Y
C10BX03,amlodipine 10mg & atorvastatin 80mg tab,02411342,Apo-Amlodipine/Atorvastatin 10/80mg Tab,DNP,1.12,M,SF,APX,Y
C10BX03,amlodipine 5mg & atorvastatin 10mg tab,02273233,Caduet 5/10mg Tab,DNP,1.1603,M,SF,PFI,Y
C10BX03,amlodipine 5mg & atorvastatin 10mg tab,02362759,GD-Amlodipine/Atorvastatin 5/10mg Tab,DNP,1.1603,M,SF,GMD,Y
C10BX03,amlodipine 5mg & atorvastatin 10mg tab,02411253,Apo-Amlodipine/Atorvastatin 5/10mg Tab,DNP,1.1603,M,SF,APX,Y
C10BX03,amlodipine 5mg & atorvastatin 20mg tab,02273241,Caduet 5/20mg Tab,DNP,1.3683,M,SF,PFI,Y
C10BX03,amlodipine 5mg & atorvastatin 20mg tab,02362767,GD-Amlodipine/Atorvastatin 5/20mg Tab,DNP,1.3683,M,SF,GMD,Y
C10BX03,amlodipine 5mg & atorvastatin 20mg tab,02411261,Apo-Amlodipine/Atorvastatin 5/20mg Tab,DNP,1.3683,M,SF,APX,Y
C10BX03,amlodipine 5mg & atorvastatin 40mg tab,02273268,Caduet 5/40mg Tab,DNP,1.0124,M,SF,PFI,Y
C10BX03,amlodipine 5mg & atorvastatin 40mg tab,02362775,GD-Amlodipine/Atorvastatin 5/40mg Tab,DNP,1.0124,M,SF,GMD,Y
C10BX03,amlodipine 5mg & atorvastatin 40mg tab,02411288,Apo-Amlodipine/Atorvastatin 5/40mg Tab,DNP,1.0124,M,SF,APX,Y
C10BX03,amlodipine 5mg & atorvastatin 80mg tab,02273276,Caduet 5/80mg Tab,DNP,1.0124,M,SF,PFI,Y
C10BX03,amlodipine 5mg & atorvastatin 80mg tab,02362783,GD-Amlodipine/Atorvastatin 5/80mg Tab,DNP,1.0124,M,SF,GMD,Y
C10BX03,amlodipine 5mg & atorvastatin 80mg tab,02411296,Apo-Amlodipine/Atorvastatin 5/80mg Tab,DNP,1.0124,M,SF,APX,Y
D01AA01,,00716871,"Nyaderm 100,000 IU/g Cr",DNPM,0.07,L,SFC,TAR,N
D01AA01,,02194228,"ratio-Nystatin 100,000 IU/g Oint",DNPM,0.1277,L,SFC,TEV,N
D01AA01,,02194236,"ratio-Nystatin 100,000 IU/g Cr (discontinued)",,,,,TEV,N
D01AC01,clotrimazole 1% cr,00812382,Clotrimaderm 1% Cr,DNPM,0.2233,M,SFC,TAR,Y
D01AC01,clotrimazole 1% cr,02150867,Canesten 1% Cr,DNPM,0.2233,M,SFC,YNO,Y
D01AC02,,02085852,Micatin 2% Cr,DNPM,0.2973,L,SFC,ANB,N
D01AC02,,02126567,Monistat 2% Derm Cr,DNPM,0.3933,L,SFC,JNJ,N
D01AC08,ketoconazole 2% cr,00703974,Nizoral 2% Cr  (discontinued),,,,,JNJ,Y
D01AC08,ketoconazole 2% cr,02245662,Ketoderm 2% Cr,DNP,0.3889,M,SFC,TPH,Y
D01AC20,All Beneficiaries,00999474,Hydrocortisone Pwr 1-2.5% in Clotrimazole Cr,DNP,,,SF,CPD,N
D01AC20,,00611174,Lotriderm Cr,DNP,1.1399,L,SFC,FRS,N
D01AE12,All Beneficiaries,00900788,Salicylic Acid Oint,DNP,,,SF,CPD,N
D01AE13,,00594601,Versel 2.5% Lot,,,,,VAL,N
D01AE14,ciclopirox 8% w/w top sol,02250535,Penlac 8% w/w Top Sol,,,,,BSL,Y
D01AE14,ciclopirox 8% w/w top sol,02298953,Apo-Ciclopirox 8% w/w Top Sol,,,,,APX,Y
D01AE14,ciclopirox 8% w/w top sol,02353288,Taro-Ciclopirox 8% w/w Top Sol,,,,,TAR,Y
D01AE14,ciclopirox 8% w/w top sol,02410346,Ciclopirox 8% w/w Top Sol,,,,,STR,Y
D01AE14,ciclopirox 8% w/w top sol,02413574,pms-Ciclopirox 8% w/w Top Sol,,,,,PMS,Y
D01AE14,,02221802,Loprox 1% Cr,DNP,0.3317,L,SFC,BSL,N
D01AE14,,02221810,Loprox 1% Lot,DNP,0.3322,L,SFC,BSL,N
D01AE14,,02247228,Stieprox 1.5% Shampoo,,,,,STI,N
D01AE15,,02031094,Lamisil 1% Cr,DNP,0.561,L,SFC,NVR,N
D01AE15,,02238703,Lamisil 1% Top Spray,DNP,0.57,L,SFC,NVR,N
D01AE18,,00576034,Tinactin 10mg/g Cr,,,,,BAY,N
D01BA02,terbinafine 250mg tab,02031116,Lamisil 250mg Tab,DNP,0.7714,M,E,NVR,Y
D01BA02,terbinafine 250mg tab,02239893,Apo-Terbinafine 250mg Tab,DNP,0.7714,M,E,APX,Y
D01BA02,terbinafine 250mg tab,02240346,Novo-Terbinafine 250mg Tab (discontinued),,,,,TEV,Y
D01BA02,terbinafine 250mg tab,02254727,CO Terbinafine 250mg Tab,DNP,0.7714,M,E,ATV,Y
D01BA02,terbinafine 250mg tab,02294273,pms-Terbinafine 250mg Tab,DNP,0.7714,M,E,PMS,Y
D01BA02,terbinafine 250mg tab,02320134,Auro-Terbinafine 250mg Tab,DNP,0.7714,M,E,ARO,Y
D01BA02,terbinafine 250mg tab,02353121,Terbinafine 250mg Tab,DNP,0.7714,M,E,SAS,Y
D01BA02,terbinafine 250mg tab,02357070,Jamp-Terbinafine 250mg Tab,,,,,JPC,Y
D01BA02,terbinafine 250mg tab,02385279,Terbinafine-250mg Tab,DNP,0.7714,M,E,SIV,Y
D03BA02,,02063670,Santyl 250u/g Oint,,,,,HPT,N
D04AB01,All Beneficiaries,00999022,Magic Mouthwash O/L,DNPM,,,SFC,CPD,N
D04AB01,lidocaine 5% oint,00001961,Xylocaine 5% Oint,DNPM,0.3967,M,SFC,AZE,Y
D04AB01,lidocaine 5% oint,02083795,Lidodan 5% Oint,DNPM,0.3967,M,SFC,ODN,Y
D04AB01,,00001694,Xylocaine 2% Jelly,DNPM,0.5367,L,SFC,AZE,N
D04AB01,,00886858,Emla 25mg Cream,,,,,APN,N
D04AB01,,01968823,Lidodan 2% Viscous Liq,DNPM,0.0922,L,SFC,ODN,N
D04AB01,,02003767,Xylocaine 12mg/dose Endotracheal Spray,,,,,AZE,N
D05AA99,All Beneficiaries,00358494,LCD (coal tar) Preparations,DNP,,,SF,CPD,N
D05AA99,All Beneficiaries,00358495,LCD(20%) Preparations,DNP,,,SF,CPD,N
D05AA99,All Beneficiaries,00901121,Tar Pomade,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,00900907,Anthralin Soft 0.1% Paste,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,00900915,Anthralin Soft 0.2% Paste,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,00901105,Anthralin Weak 0.2% Oint,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,00901113,Anthralin 0.4% Oint,DNP,,,SF,CPD,N
D05AC01,All Beneficiaries,00902063,Anthralin Soft 0.05% Paste,DNP,,,SF,CPD,N
D05AX02,,01976133,Dovonex 50mcg/g Oint,DNP,0.8644,L,E,LEO,N
D05AX03,,02338572,Silkis 3ug/G oint,,,,,GAC,N
D05AX05,,02230784,Tazorac 0.05% Gel,DNP,1.3886,L,E,ALL,N
D05AX05,,02230785,Tazorac 0.1% Gel,DNP,1.3886,L,E,ALL,N
D05AX52,,02244126,Dovobet 50mcg/g/0.5mg/g Oint,,,,,LEO,N
D05AX52,,02319012,Dovobet 50mcg/g/0.5mg/g Gel,DNP,1.5377,L,E,LEO,N
D05AX52,,02457393,Enstilar 50mcg/g/0.5mg/g Aer Foam,DNP,1.5745,L,E,LEO,N
D05BB02,acitretin 10mg cap,02070847,Soriatane 10mg Cap,DNP,1.2965,M,SF,ALL,Y
D05BB02,acitretin 10mg cap,02466074,Taro-Acitretin 10mg Cap,DNP,1.2965,M,SF,TAR,Y
D05BB02,acitretin 10mg cap,02468840,MINT-Acitretin 10mg Cap,DNP,1.2965,M,SF,MNT,Y
D05BB02,acitretin 25mg cap,02070863,Soriatane 25mg Cap,DNP,2.277,M,SF,ALL,Y
D05BB02,acitretin 25mg cap,02466082,Taro-Acitretin 25mg Cap,DNP,2.277,M,SF,TAR,Y
D05BB02,acitretin 25mg cap,02468859,MINT-Acitretin 25mg Cap,DNP,2.277,M,SF,MNT,Y
D06AX01,,00586668,Fucidin 2% Cr,DNP,0.7569,L,SF,LEO,N
D06AX01,,00586676,Fucidin 2% Oint,DNP,0.7569,L,SF,LEO,N
D06AX05,,00030708,"Bacitracin 50,000 IU Pws/Vial",,,,,PFI,N
D06AX09,mupirocin 2% oint,01916947,Bactroban 2% Oint (discontinued),,,,,GCH,Y
D06AX09,mupirocin 2% oint,02279983,Taro-Mupirocin 2% Oint,DNPM,0.495,M,SF,TAR,Y
D06AX30,,02224879,Soframycin Oint,DNP,1.0893,L,SF,ERF,N
D06BA01,,00323098,Flamazine 1% Cr,DNP,0.2989,L,SFC,SNE,N
D06BB03,acyclovir 5% oint,00569771,Zovirax 5% Oint,,,,,BSL,Y
D06BB03,acyclovir 5% oint,02477130,Apo-Acyclovir 5% Oint,,,,,APX,Y
D06BB03,,02039524,Zovirax 5% Cream,,,,,BSL,N
D06BB04,,00598208,Podofilm 250mg/mL Liq,DNP,1.9372,L,SF,PAL,N
D06BB04,,01945149,Condyline 0.5% Top Sol,DNP,11.9371,L,SF,SAV,N
D06BB10,imiquimod 5% cr,02239505,Aldara P 5% Cr,DNP,43.435,M,E,BSL,Y
D06BB10,imiquimod 5% cr,02482983,Taro-Imiquimod Pump 5% Cr,DNP,43.435,M,E,TAR,Y
D06BX01,,02156091,Noritate 1% Cr,DNP,0.6494,L,SFC,BSL,N
D06BX01,,02297809,MetroGel 1% Gel,DNP,0.6618,L,SFC,GAC,N
D07AA02,hydrocortisone valerate 0.2% cr,01910124,Westcort 0.2% Cr (discontinued),,,,,WSQ,Y
D07AA02,hydrocortisone valerate 0.2% cr,02242984,Hydroval 0.2% Cr,DNP,0.1667,M,SF,TPH,Y
D07AA02,,00681989,Dermaflex HC 1% Cr,DNP,0.187,L,SF,PAL,N
D07AA02,,00681997,Dermaflex HC 1% Lot,DNP,0.1051,L,SF,PAL,N
D07AA02,,00716693,Cortoderm 1% Oint,DNP,0.1289,L,SF,TAR,N
D07AA02,,00716839,Hyderm 1% Cr,DNP,0.2133,L,SF,TAR,N
D07AA02,,00804533,Prevex HC 1% Cr,DNP,0.2703,L,SF,GSK,N
D07AA02,,02242985,Hydroval 0.2% Oint,DNP,0.1667,L,SF,TPH,N
D07AB01,,02214415,Spectro Eczemacare Medicated Cream,DNP,0.3817,L,SF,GCH,N
D07AB08,desonide 0.05% cr,02154862,Tridesilon 0.05% Cr (discontinued),,,,,PMS,Y
D07AB08,desonide 0.05% cr,02229315,PDP-Desonide 0.05% Cr,DNP,0.376,M,SF,PDP,Y
D07AB08,desonide 0.05% oint,02154870,Tridesilon 0.05% Oint (discontinued),,,,,PMS,Y
D07AB08,desonide 0.05% oint,02229323,PDP-Desonide 0.05% Oint,DNP,0.3563,M,SF,PDP,Y
D07AB09,,00716960,Triaderm 0.1% Cr,DNP,0.0506,L,SF,TAR,N
D07AB09,,02194031,Aristocort R 0.1% Oint,DNP,0.148,L,SF,BSL,N
D07AB09,,02194058,Aristocort R 0.1% Cr,DNP,0.148,L,SF,BSL,N
D07AB09,,02194066,Aristocort C 0.5% Cr,,,,,BSL,N
D07AC01,betamethasone 17 valerate 0.05% cr,00027898,Celestoderm-V/2 0.05% Cr (discontinued),,,,,SCH,Y
D07AC01,betamethasone 17 valerate 0.05% cr,00716618,Betaderm 0.05% Cr,DNPM,0.0596,M,SF,TAR,Y
D07AC01,betamethasone 17 valerate 0.05% cr,02357860,Celestoderm-V/2 0.05% Cr (discontinued),,,,,BSL,Y
D07AC01,betamethasone 17 valerate 0.1% cr,00027901,Celestoderm-V 0.1% Cr (discontinued),,,,,SCH,Y
D07AC01,betamethasone 17 valerate 0.1% cr,00716626,Betaderm 0.1% Cr,DNPM,0.0889,M,SF,TAR,Y
D07AC01,betamethasone 17 valerate 0.1% cr,02357844,Celestoderm-V 0.1% Cr (discontinued),,,,,BSL,Y
D07AC01,betamethasone dipropionate 0.05% cr,00323071,Diprosone 0.05% Cr,DNPM,0.2048,M,SF,FRS,Y
D07AC01,betamethasone dipropionate 0.05% cr,01925350,Taro-Sone 0.05% Cr,DNPM,0.2048,M,SF,TAR,Y
D07AC01,betamethasone dipropionate 0.05% glycol cr,00688622,Diprolene 0.05% Glycol Cr (discontinued),,,,,FRS,Y
D07AC01,betamethasone dipropionate 0.05% glycol cr,00849650,Teva-Topilene 0.05% Cr,DNPM,0.5187,M,SF,TEV,Y
D07AC01,betamethasone dipropionate 0.05% glycol lot,00862975,Diprolene 0.05% Glycol Lot (discontinued),,,,,FRS,Y
D07AC01,betamethasone dipropionate 0.05% glycol lot,01927914,Teva-Topilene 0.05% Lot,DNPM,0.562,M,SF,TEV,Y
D07AC01,betamethasone dipropionate 0.05% glycol oint,00629367,Diprolene 0.05% Glycol Oint,DNPM,0.5187,M,SF,FRS,Y
D07AC01,betamethasone dipropionate 0.05% glycol oint,00849669,Teva-Topilene 0.05% Oint,DNPM,0.5187,M,SF,TEV,Y
D07AC01,betamethasone dipropionate 0.05% lot,00417246,Diprosone 0.05% Lot,DNPM,0.201,M,SF,FRS,Y
D07AC01,betamethasone dipropionate 0.05% lot,00809187,ratio-Topisone 0.05% Lot,DNPM,0.201,M,SF,TEV,Y
D07AC01,betamethasone dipropionate 0.05% oint,00344923,Diprosone 0.05% Oint,DNPM,0.2187,M,SF,FRS,Y
D07AC01,betamethasone dipropionate 0.05% oint,00805009,ratio-Topisone 0.05% Oint,DNPM,0.2187,M,SF,TEV,Y
