Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
2017_q4,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 1,South Shore Regional,2017,4,,,57,99
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Osasere, Michael",,,,,37,66,36,74
12month_rolling,General Surgery,Hemorrhoidectomy,"Archibald, Alison",,,,,13,86,31,77
2019_q3,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2019,3,59,245,51,131
2019_q4,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2019,4,30,84,31,161
12month_rolling,General Surgery,All,"Dzierzanowski, Martin",,,,,14,35,36,92
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"MacIntosh, Alan B",,,,,183,365,199,244
2018_q1,,Hernia Repair - Inguinal/Femoral,,Zone 4,Dartmouth General,2018,1,81,350,119,242
2019_q2,,Bowel Resection - Open,,Zone 1,Valley Regional,2019,2,,,29,40
3month_rolling,,Knee Replacement,,Total,Provincial,2019,4,63,136,197,593
12month_rolling,General Surgery,Bowel Resection,"Dzierzanowski, Martin",,,,,24,42,30,38
12month_rolling,Ophthalmology,All,"Murphy, Jeremy",,,,,230,302,210,368
2018_q2,,Gastric Surgery,,Zone 4,QE2,2018,2,27,71,24,192
12month_rolling,,Oculo Plastic Surgery,,Zone 3,New Waterford,2019,4,28,81,7,11
2018_q4,,Gastric Surgery,,Zone 4,QE2,2018,4,13,49,20,165
2018_q3,,Knee Scope,,Zone 2,Aberdeen Hospital,2018,3,68,347,96,272
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 2,Colchester East Hants Health Centre,2019,4,31,76,44,104
2017_q4,,Head and Neck Surgery,,Zone 4,QE2,2017,4,14,61,21,330
2017_q4,,Hysteroscopy,,Total,Provincial,2017,4,40,159,46,122
2019_q4,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2019,4,52,232,56,267
2019_q1,,Breast Cancer Surgery,,Zone 3,Cape Breton Regional,2019,1,7,16,17,36
12month_rolling,,Hand / Upper Extremity,,Zone 1,Valley Regional,2019,4,,,188,332
2018_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,Dartmouth General,2018,2,,,82,157
2019_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,Cape Breton Regional,2019,1,14,77,20,97
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Joy, Edward",,,,,16,260,29,133
2018_q3,,Hernia Repair  (Pediatric),,Total,Provincial,2018,3,26,64,64,93
2018_q2,,Gastrointestinal Tract Surgery,,Zone 3,Cape Breton Regional,2018,2,7,33,19,75
2018_q1,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2018,1,38,141,39,93
2018_q2,,Craniotomy or Craniectomy,,Zone 4,QE2,2018,2,,,45,223
2019_q3,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2019,3,19,183,43,106
2017_q4,,Septoplasty,,Zone 2,Cumberland Regional,2017,4,,,43,215
12month_rolling,,Male Incontinence Surgery,,Zone 4,QE2,2019,4,55,82,172,524
2018_q2,,Shoulder Arthroscopy,,Zone 1,Valley Regional,2018,2,61,441,181,396
2019_q1,,Hernia Repair  (Adult),,Zone 2,Cumberland Regional,2019,1,27,79,60,164
2018_q2,,Bowel Resection,,Zone 4,QE2,2018,2,20,161,34,190
3month_rolling,,Shoulder Arthroscopy,,Zone 3,Cape Breton Regional,2019,4,92,118,22,85
2019_q3,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2019,3,91,132,155,272
2018_q4,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2018,4,11,68,49,267
2018_q3,,Cervical Spine (Neck) Surgery,,Zone 4,QE2,2018,3,80,189,57,183
12month_rolling,General Surgery,Breast Cancer Surgery,"Topp, Trevor J",,,,,14,22,22,37
2018_q4,,Bowel Resection,,Zone 4,QE2,2018,4,13,125,30,77
2019_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 3,St. Marthas Regional,2019,2,,,231,306
2017_q4,,Oculo Plastic Surgery,,Zone 4,QE2,2017,4,18,544,27,77
2019_q4,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,IWK,IWK,2019,4,178,237,214,330
12month_rolling,Orthopaedic,Tendon / Ligament Repair,"Dodd, Faith",,,,,96,210,35,99
2018_q1,,Functional Endoscopic Sinus Surgery (FESS),,Zone 1,Valley Regional,2018,1,,,31,66
12month_rolling,Dental,Dental Extractions and Restorations  (Adult),"Bourque, Susan",,,,,47,101,40,157
12month_rolling,Plastic Surgery,Aesthetic Surgery,"Bezuhly, Michael",,,,,72,93,315,480
2019_q4,,Tear Duct Surgery,,Total,Provincial,2019,4,214,448,,
12month_rolling,Urology,Male Circumcision  (Adult),"T'ien, Wallace",,,,,105,137,148,281
2018_q2,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2018,2,20,42,16,25
2018_q2,,Septoplasty,,Zone 3,St. Marthas Regional,2018,2,47,121,118,151
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Johnson, Liane",,,,,45,195,43,94
2019_q2,,Back Surgery  (Pediatric),,IWK,IWK,2019,2,,,348,579
2019_q4,,Amputations,,Total,Provincial,2019,4,39,129,25,92
2019_q1,,Tubal Ligation,,Total,Provincial,2019,1,51,173,72,127
2019_q1,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2019,1,101,170,54,125
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 1,Yarmouth Regional,2019,4,34,132,43,82
2019_q1,,Male Circumcision  (Pediatric),,IWK,IWK,2019,1,38,58,72,234
2018_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2018,2,47,258,72,130
2019_q4,,Orthopaedic Trauma,,Total,Provincial,2019,4,9,46,22,174
3month_rolling,,Back Surgery  (Adult),,IWK,IWK,2019,4,,,392,570
12month_rolling,Urology,Prostate Surgery,"Asim, Hammad",,,,,11,16,27,85
2019_q1,,Sacral Nerve Stimulation,,Zone 4,QE2,2019,1,,,89,141
12month_rolling,General Surgery,All,"Murdoch, John L",,,,,119,259,71,182
12month_rolling,Ophthalmology,Vitreoretinal Diseases,"Gupta, Rudra Rishi",,,,,24,57,97,253
2018_q3,,Tubal Ligation,,Total,Provincial,2018,3,43,197,95,232
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Kujath, Magdalena",,,,,77,300,327,405
2019_q2,,Insertion Vascular Access Catheter,,Zone 1,Yarmouth Regional,2019,2,,,8,14
2019_q1,,Gallbladder Surgery,,Zone 1,South Shore Regional,2019,1,52,92,30,79
12month_rolling,Ophthalmology,Strabismus Surgery  (Adult),"Dahrab, Mishari M",,,,,380,632,80,204
2018_q2,,Tendon / Ligament Repair,,IWK,IWK,2018,2,,,48,161
2017_q4,,Esophagectomy / Esophageal Surgery,,Total,Provincial,2017,4,,,33,57
2019_q2,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 1,Valley Regional,2019,2,168,198,185,313
12month_rolling,Plastic Surgery,Hand / Upper Extremity,"LeBlanc, Martin",,,,,128,577,148,190
2019_q1,,Breast Reduction Surgery,,Zone 4,QE2,2019,1,151,380,125,261
2019_q4,,Hernia Repair  (Adult),,Zone 4,QE2,2019,4,210,313,124,302
2018_q4,,Cornea and External Disease,,Total,Provincial,2018,4,49,320,56,562
2019_q2,,Cystoscopy,,Zone 1,South Shore Regional,2019,2,65,80,40,180
12month_rolling,Urology,Prostate Cancer Surgery,"Rent, Kenneth",,,,,18,54,50,55
12month_rolling,,Sacral Nerve Stimulation,,Total,Provincial,2019,4,,,89,310
12month_rolling,Plastic Surgery,All,"Paletz, Justin L",,,,,39,456,47,179
12month_rolling,General Surgery,Breast Cancer Surgery,"Dzierzanowski, Martin",,,,,6,15,22,40
2018_q3,,Bariatric Surgery (for Weight Loss),,Zone 4,QE2,2018,3,874,"3,187",47,75
3month_rolling,,Endometrial Ablation,,Zone 1,Valley Regional,2019,4,60,213,89,379
2019_q1,,Hip Arthroscopy,,Total,Provincial,2019,1,116,643,195,554
2017_q4,,Bowel Resection,,Total,Provincial,2017,4,20,104,27,95
3month_rolling,,Dental Extractions and Restorations  (Pediatric),,IWK,IWK,2019,4,121,345,160,446
12month_rolling,Otolaryngology (ENT),Laryngology and Vocal Cord Surgery,"Wallace, Timothy D",,,,,22,57,16,28
12month_rolling,Ophthalmology,Strabismus Surgery  (Pediatric),"Dahrab, Mishari M",,,,,78,222,84,207
2018_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Yarmouth Regional,2018,3,43,280,34,175
2019_q3,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2019,3,,,39,75
2018_q3,,Bowel Resection - Open,,Zone 4,Dartmouth General,2018,3,32,69,34,76
2018_q4,,Knee Scope,,Zone 4,Dartmouth General,2018,4,58,278,79,330
2019_q1,,Craniotomy or Craniectomy,,Total,Provincial,2019,1,,,44,133
2018_q2,,Lung Cancer Surgery,,Total,Provincial,2018,2,21,43,33,67
2019_q3,,Back Surgery  (Adult),,Total,Provincial,2019,3,64,234,94,209
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Clifton, Neil",,,,,32,78,44,68
2019_q3,,Ankle - Arthrodesis,,Total,Provincial,2019,3,,,176,306
2019_q2,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2019,2,28,154,60,137
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Vair, Brett",,,,,122,428,57,154
3month_rolling,,Knee Scope,,Total,Provincial,2019,4,43,143,84,255
2019_q1,,Kidney Stone Surgery,,Zone 3,Cape Breton Regional,2019,1,,,53,126
3month_rolling,,Hernia Repair - Incisional,,Zone 1,Valley Regional,2019,4,113,243,52,129
2018_q2,,Cataract Surgery,,Zone 4,QE2,2018,2,106,243,63,226
2017_q4,,Dental Extractions and Restorations  (Pediatric),,Zone 3,Inverness Consolidated Memorial,2017,4,,,74,144
2018_q1,,Hysteroscopy,,Zone 3,Cape Breton Regional,2018,1,30,70,,
2018_q1,,Male Reproductive System Surgery,,Zone 3,Northside General,2018,1,90,371,,
12month_rolling,General Surgery,Bowel Resection,"Enright, Jonathan Boyde",,,,,22,85,32,86
2019_q1,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2019,1,49,140,66,138
2018_q2,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2018,2,,,106,195
2018_q4,,Cataract Surgery,,Zone 4,QE2,2018,4,64,221,72,220
2019_q2,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2019,2,25,49,48,89
2018_q2,,Kidney Stone Surgery,,Zone 1,Valley Regional,2018,2,10,92,29,183
2018_q3,,Hemorrhoidectomy,,Zone 4,Dartmouth General,2018,3,116,471,95,134
12month_rolling,,Kidney / Upper Urinary Tract,,Zone 4,Dartmouth General,2019,4,22,51,18,22
2019_q3,,Bowel Resection,,Zone 4,Dartmouth General,2019,3,32,91,30,56
2018_q4,,Head and Neck Surgery,,Zone 4,QE2,2018,4,15,180,22,195
12month_rolling,General Surgery,Bowel Resection,"Walsh, Mark J",,,,,11,21,17,55
2019_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2019,1,51,281,84,209
2017_q4,,Male Reproductive System Surgery,,Total,Provincial,2017,4,47,204,75,225
12month_rolling,Oral Maxillofacial,All,"Powell, Joel",,,,,54,116,65,155
2019_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Cumberland Regional,2019,1,33,101,31,78
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Johnson, Paul M",,,,,19,69,33,69
3month_rolling,,Breast Reduction Surgery,,Zone 4,QE2,2019,4,210,983,77,330
2018_q2,,Brain Surgery  (Pediatric),,Total,Provincial,2018,2,,,24,73
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2019,4,70,286,96,290
2018_q2,,Hernia Repair - Laparoscopic Ventral,,Total,Provincial,2018,2,129,237,,
2019_q1,,Hernia Repair - Umbilical,,Zone 1,Valley Regional,2019,1,79,131,55,245
2017_q4,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 3,St. Marthas Regional,2017,4,11,30,150,223
12month_rolling,Orthopaedic,All,"Smith, Thomas Duncan",,,,,55,98,115,176
2018_q1,,Breast Reconstruction,,Zone 4,QE2,2018,1,171,429,81,330
2017_q4,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2017,4,72,245,54,438
3month_rolling,,Septoplasty,,Zone 3,Cape Breton Regional,2019,4,58,441,62,137
2018_q1,,Peritoneal Lavage or Catherization,,Total,Provincial,2018,1,14,35,22,28
2018_q2,,Nerve Surgery,,Zone 4,QE2,2018,2,78,174,59,103
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Abutu, Natheniel",,,,,35,90,38,87
2019_q3,,Hip Arthroscopy,,Zone 4,Dartmouth General,2019,3,56,179,80,149
2019_q2,,Cystoscopy,,Zone 3,Inverness Consolidated Memorial,2019,2,17,53,19,48
2018_q3,,Carpal Tunnel Surgery,,Total,Provincial,2018,3,50,198,63,206
2019_q3,,Insertion Vascular Access Catheter,,IWK,IWK,2019,3,,,38,136
2017_q4,,Hysteroscopy,,Zone 2,Colchester East Hants Health Centre,2017,4,60,96,58,94
2017_q4,,Amputations,,Zone 4,QE2,2017,4,,,9,69
2018_q4,,Hand / Upper Extremity,,Total,Provincial,2018,4,76,392,127,484
2018_q1,,Bowel Resection,,Zone 4,Dartmouth General,2018,1,23,89,35,67
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 1,South Shore Regional,2019,4,54,127,59,109
12month_rolling,Orthopaedic,Hip Replacement,"Murphy, Nadia L",,,,,166,916,428,511
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Watson-Jessome, Jane",,,,,123,182,34,90
12month_rolling,Orthopaedic,Back Surgery  (Adult),"Oxner, William",,,,,96,260,110,220
2018_q4,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2018,4,170,219,126,209
12month_rolling,General Surgery,Liver Surgery,"Porter, Geoffrey A",,,,,17,28,30,93
12month_rolling,General Surgery,Bowel Resection,"Nader, Nabil",,,,,21,40,20,26
2018_q4,,Gastrointestinal Tract Surgery,,Zone 2,Aberdeen Hospital,2018,4,,,26,160
2019_q4,,Tendon / Ligament Repair,,Zone 3,New Waterford,2019,4,92,169,23,40
2017_q4,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2017,4,13,33,18,22
12month_rolling,General Surgery,Gallbladder Surgery,"Murdoch, John L",,,,,127,176,62,120
2018_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,Northside General,2018,3,21,85,,
2018_q4,,Oculo Plastic Surgery,,Zone 4,QE2,2018,4,71,444,78,232
12month_rolling,Orthopaedic,All,"Hewins, Edward",,,,,71,431,188,615
12month_rolling,General Surgery,Hernia Repair - Umbilical,"O'Sullivan, Colleen M",,,,,54,81,159,273
2018_q1,,Hip Arthroscopy,,Zone 4,Dartmouth General,2018,1,57,160,202,356
12month_rolling,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 1,Yarmouth Regional,2019,4,24,131,14,28
2019_q2,,Hernia Repair - Inguinal/Femoral,,Zone 3,Northside General,2019,2,,,39,85
2019_q1,,Coronary Artery Bypass Graft,,Total,Provincial,2019,1,,,16,48
2018_q2,,Carpal Tunnel Surgery,,Zone 2,Aberdeen Hospital,2018,2,,,88,192
2018_q2,,Septoplasty,,Total,Provincial,2018,2,89,380,94,274
2019_q1,,Gallbladder Surgery,,Zone 3,St. Marthas Regional,2019,1,24,48,127,186
2018_q3,,Dental Extractions and Restorations  (Adult),,Zone 4,QE2,2018,3,70,122,141,310
12month_rolling,Thoracic Surgery,Esophagectomy / Esophageal Surgery,"French, Daniel Gerard",,,,,18,42,22,34
12month_rolling,Vascular Surgery,Insertion Vascular Access Catheter,"Davidson, Dion",,,,,7,13,16,44
12month_rolling,Otolaryngology (ENT),Nose Surgery - Reconstructive or Aesthetic,"Taylor, S. Mark",,,,,15,28,55,197
12month_rolling,Urology,All,"Grantmyre, John E",,,,,173,406,36,71
2018_q2,,Gallbladder Surgery,,Zone 3,Cape Breton Regional,2018,2,62,184,33,125
12month_rolling,,Hysteroscopy,,Zone 3,Cape Breton Regional,2019,4,47,147,43,131
12month_rolling,Orthopaedic,All,"Dodd, Faith",,,,,47,219,41,135
2019_q1,,Knee Replacement,,Zone 3,Cape Breton Regional,2019,1,71,190,84,307
12month_rolling,Urology,Prostate Cancer Surgery,"Mason, Ross",,,,,30,66,55,90
12month_rolling,General Surgery,Male Circumcision  (Pediatric),"Romao, Rodrigo Luiz",,,,,55,63,157,301
2019_q2,,Breast Cancer Surgery,,Zone 1,South Shore Regional,2019,2,11,35,15,22
2019_q2,,AV Fistula Creation/Closure,,Total,Provincial,2019,2,17,42,24,72
12month_rolling,Plastic Surgery,All,"Boileau, Louis",,,,,54,220,79,178
2019_q2,,Sacral Nerve Stimulation,,Total,Provincial,2019,2,,,80,255
2018_q1,,Hernia Repair  (Adult),,Zone 4,Hants Community Hospital,2018,1,128,208,65,165
2018_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2018,1,42,63,42,72
2017_q4,,Hip Replacement,,Zone 4,QE2,2017,4,84,189,181,933
2019_q4,,Cataract Surgery,,Zone 1,South Shore Regional,2019,4,62,105,82,184
3month_rolling,,Septoplasty,,Zone 4,Dartmouth General,2019,4,197,356,135,378
12month_rolling,General Surgery,Hernia Repair - Incisional,"Stoddart, Todd",,,,,65,86,34,69
12month_rolling,,Prostate Surgery,,Total,Provincial,2019,4,33,109,51,154
2019_q2,,Tendon / Ligament Repair,,IWK,IWK,2019,2,,,83,370
3month_rolling,,Hip Replacement,,Zone 3,Cape Breton Regional,2019,4,69,139,69,176
2018_q4,,Knee Replacement,,Zone 1,Valley Regional,2018,4,97,630,314,591
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Sharma, Chakshu",,,,,9,59,30,57
12month_rolling,,Lymph Node Biopsy,,Total,Provincial,2019,4,9,36,17,59
12month_rolling,,Foot - Reconstruction,,Zone 4,QE2,2019,4,,,174,571
2018_q1,,Craniotomy or Craniectomy,,Zone 4,QE2,2018,1,,,67,83
2018_q4,,Bowel Resection,,Total,Provincial,2018,4,19,134,28,81
2017_q4,,Gallbladder Surgery,,Zone 2,Colchester East Hants Health Centre,2017,4,18,164,52,131
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Watson-Jessome, Jane",,,,,58,146,54,147
2018_q2,,Cystoscopy,,Zone 1,Valley Regional,2018,2,66,192,39,189
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Hewins, Edward",,,,,70,413,214,420
2018_q1,,Aneurysm Repair,,Total,Provincial,2018,1,15,106,46,97
2019_q2,,Hernia Repair  (Pediatric),,Total,Provincial,2019,2,33,65,100,184
2019_q2,,Brain Surgery  (Pediatric),,IWK,IWK,2019,2,,,16,80
2018_q1,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2018,1,32,156,26,70
2017_q4,,Hernia Repair  (Adult),,Zone 1,South Shore Regional,2017,4,30,112,19,41
12month_rolling,,Nissen Fundoplication - Laparoscopic,,Zone 3,St. Marthas Regional,2019,4,,,325,401
2019_q1,,Hernia Repair - Inguinal/Femoral,,Zone 2,Cumberland Regional,2019,1,27,62,82,202
2018_q4,,Endometrial Ablation,,Total,Provincial,2018,4,44,321,43,132
2019_q1,,Shoulder Arthroscopy,,Zone 1,Valley Regional,2019,1,108,498,149,419
3month_rolling,,Breast Reduction Surgery,,Zone 3,St. Marthas Regional,2019,4,,,98,181
2019_q4,,Male Reproductive System Surgery,,Zone 4,QE2,2019,4,70,281,86,279
2017_q4,,Salivary Gland Surgery,,Total,Provincial,2017,4,37,124,57,64
12month_rolling,Orthopaedic,Orthopaedic Trauma,"Biddulph, Michael Paul",,,,,202,588,31,58
2018_q3,,Bowel Resection - Open,,Zone 1,South Shore Regional,2018,3,21,29,10,28
2019_q1,,AV Fistula Creation/Closure,,Zone 4,QE2,2019,1,20,32,18,54
2018_q4,,Male Reproductive System Surgery,,Zone 3,Cape Breton Regional,2018,4,51,563,32,159
2019_q3,,AV Fistula Creation/Closure,,Zone 3,Northside General,2019,3,,,30,55
2019_q2,,Spinal Cord Stimulation Surgery,,Total,Provincial,2019,2,,,39,205
2019_q1,,Colorectal Cancer Surgery,,Zone 4,Dartmouth General,2019,1,18,39,30,52
2019_q4,,Head and Neck Surgery,,Zone 4,QE2,2019,4,13,33,32,182
2019_q2,,Kidney Stone Surgery,,Zone 4,QE2,2019,2,36,83,31,136
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 3,St. Marthas Regional,2019,4,30,70,219,343
12month_rolling,Orthopaedic,Nerve Surgery,"Johnston, David G",,,,,121,158,171,571
2018_q2,,Pelvic Floor Repair,,Zone 2,Colchester East Hants Health Centre,2018,2,,,116,148
2019_q3,,Shoulder Arthroscopy,,Zone 4,Dartmouth General,2019,3,221,503,125,725
2018_q4,,Kidney Stone Surgery,,Zone 4,QE2,2018,4,31,74,56,163
12month_rolling,Dental,Dental Extractions and Restorations  (Adult),"Brown, Charlotte",,,,,,,350,388
2019_q1,,Breast Reconstruction,,Zone 4,QE2,2019,1,62,141,75,472
2017_q4,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2017,4,37,87,44,142
2018_q4,,Tear Duct Surgery,,Total,Provincial,2018,4,83,563,,
2019_q3,,Hysterectomy  (Cancer Not Suspected),,Total,Provincial,2019,3,50,217,82,218
2019_q1,,Whipple Procedures,,Total,Provincial,2019,1,9,21,15,36
12month_rolling,Dental,All,"O'Joleck, Michael",,,,,55,172,129,234
2019_q4,,Melanoma Excision,,Total,Provincial,2019,4,8,42,16,47
2019_q3,,Foot - Bunionectomy,,Zone 4,QE2,2019,3,182,277,230,341
2019_q1,,Cystoscopy,,Zone 1,South Shore Regional,2019,1,29,125,35,92
2018_q2,,Back Surgery  (Pediatric),,IWK,IWK,2018,2,,,124,405
3month_rolling,,Knee Scope,,Zone 3,Cape Breton Regional,2019,4,106,141,,
2019_q2,,Hernia Repair  (Adult),,Total,Provincial,2019,2,69,224,63,216
2017_q4,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Suspected or Proven),,Total,Provincial,2017,4,,,43,85
3month_rolling,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2019,4,112,255,85,135
2018_q2,,Back Surgery  (Adult),,Total,Provincial,2018,2,70,401,72,203
2019_q2,,Breast Cancer Surgery,,Zone 3,St. Marthas Regional,2019,2,8,23,20,34
2018_q4,,Orthopaedic Trauma,,Total,Provincial,2018,4,19,106,10,239
3month_rolling,,Colorectal Cancer Surgery,,Zone 1,South Shore Regional,2019,4,30,91,21,29
2019_q4,,Oculo Plastic Surgery,,Zone 4,QE2,2019,4,77,166,120,200
2018_q1,,Sacral Nerve Stimulation,,Zone 4,QE2,2018,1,,,129,211
2019_q3,,Strabismus Surgery  (Adult),,Total,Provincial,2019,3,353,"1,374",75,304
2019_q4,,Cataract Surgery,,Zone 3,St. Marthas Regional,2019,4,129,311,45,141
2018_q1,,Lung Cancer Surgery,,Total,Provincial,2018,1,17,33,29,73
2019_q4,,Shoulder Arthroscopy,,Zone 1,South Shore Regional,2019,4,41,153,106,226
2019_q4,,Septoplasty,,Zone 2,Cumberland Regional,2019,4,,,33,48
2019_q1,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2019,1,,,32,50
2018_q1,,Breast Reduction Surgery,,Zone 4,QE2,2018,1,386,604,197,344
2019_q2,,Ankle - Arthrodesis,,Total,Provincial,2019,2,,,246,574
3month_rolling,,Tubal Ligation,,Zone 2,Aberdeen Hospital,2019,4,93,134,88,154
2019_q4,,Ear Tubes  (Pediatric),,Zone 1,Valley Regional,2019,4,,,42,94
2018_q4,,Coronary Artery Bypass Graft,,Zone 4,QE2,2018,4,,,3,76
2019_q4,,Functional Endoscopic Sinus Surgery (FESS),,Zone 1,Valley Regional,2019,4,,,185,385
2018_q2,,Ear Tubes  (Pediatric),,IWK,IWK,2018,2,41,143,58,101
3month_rolling,,Knee Scope,,IWK,IWK,2019,4,,,61,126
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Kelly, Ryan Patrick",,,,,23,141,37,51
2017_q4,,Insertion Vascular Access Catheter,,IWK,IWK,2017,4,,,23,50
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Butler, Clay K",,,,,15,27,18,34
12month_rolling,Urology,All,"Miller, M Dale",,,,,21,137,23,98
2017_q4,,Ear Tubes  (Pediatric),,IWK,IWK,2017,4,41,118,30,94
2017_q4,,Knee Scope,,Zone 4,Dartmouth General,2017,4,63,455,64,170
2017_q4,,Bariatric Surgery (for Weight Loss),,Total,Provincial,2017,4,92,"1,829",31,41
2019_q4,,Sinus Surgery,,Total,Provincial,2019,4,35,93,83,256
2018_q3,,Gastrointestinal Tract Surgery,,Zone 2,Colchester East Hants Health Centre,2018,3,53,309,47,72
2019_q1,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2019,1,,,48,84
2018_q2,,Cervical Spine (Neck) Surgery,,Total,Provincial,2018,2,92,370,80,203
